monic	ㅁㅗㄴㅣㄱ
walery	ㅂㅏㄹㄹㅔㄹㅣ
klinsmann	ㅋㅡㄹㄹㅣㄴㅅㅡㅁㅏㄴ
archilochus	ㅇㅏㄹㅡㅋㅣㄹㄹㅗㅋㅗㅅㅡ
altwegg	ㅇㅏㄹㅌㅡㅇㅞㄱㅡ
brunvand	ㅂㅡㄹㅜㄴㅂㅓㄴㄷㅡ
bre	ㅂㅡㄹㅣ
valdet	ㅂㅏㄹㄷㅔㅌㅡ
reks	ㄹㅔㄱㅅㅡ
sears	ㅅㅣㅇㅓㅅㅡ
alcir	ㅇㅏㅇㅜㅅㅣㄹㅡ
sutemi	ㅅㅡㅌㅔㅁㅣ
debayle	ㄷㅔㅂㅏㅇㅣㄹㄹㅔ
obiora	ㅇㅗㅂㅣㅇㅗㄹㅏ
pereyra	ㅍㅔㄹㅔㅇㅣㄹㅏ
neroni	ㄴㅔㄹㅗㄴㅣ
bova	ㅂㅗㅂㅏ
gillingham	ㄱㅣㄹㄹㅣㅇㅎㅓㅁ
cloete	ㅋㅡㄹㄹㅗㅇㅔㅌㅔ
airy	ㅇㅔㅇㅓㄹㅣ
gleick	ㄱㅡㄹㄹㅣㄱ
guidry	ㄱㅣㄷㅡㄹㅣ
maternus	ㅁㅏㅌㅔㄹㅡㄴㅜㅅㅡ
olmi	ㅇㅗㄹㅁㅣ
ujichika	ㅇㅜㅈㅣㅊㅣㅋㅏ
halsman	ㅎㅗㄹㅅㅡㅁㅓㄴ
qapaghan	ㅋㅏㅍㅏㄱㅏㄴ
gitte	ㄱㅣㅌㅔ
ulam	ㅇㅜㄹㄹㅏㅁ
illy	ㅇㅣㄹㄹㅣ
rustam	ㄹㅜㅅㅡㅌㅏㅁ
drastamat	ㄷㅡㄹㅏㅅㅡㅌㅏㅁㅏㅌㅡ
tarja	ㅌㅏㄹㅡㅇㅑ
heym	ㅎㅏㅇㅣㅁ
rosing	ㄹㅗㅅㅣㅇ
tatsuko	ㅌㅏㅆㅡㅋㅗ
ragaz	ㄹㅏㄱㅏㅊㅡ
quatro	ㅋㅝㅌㅡㄹㅗ
zelenika	ㅈㅔㄹㄹㅔㄴㅣㅋㅏ
bassey	ㅂㅔㅇㅣㅅㅣ
rotem	ㄹㅗㅌㅔㅁ
broun	ㅂㅡㄹㅜㄴ
maboos	ㅁㅏㅂㅜㅅㅡ
burghardt	ㅂㅓㄱㅏㅌㅡ
portanova	ㅍㅗㄹㅡㅌㅏㄴㅗㅂㅏ
tokimune	ㄷㅗㅋㅣㅁㅜㄴㅔ
hempstead	ㅎㅔㅁㅍㅡㅅㅡㅌㅔㄷㅡ
krafth	ㅋㅡㄹㅐㅍㅡ
ferren	ㅍㅐㄹㅓㄴ
komal	ㅋㅗㅁㅏㄹ
tomprof	ㅌㅗㅁㅍㅡㄹㅗㅍㅡ
konstantinou	ㅋㅗㄴㅅㅡㅌㅏㄴㅌㅣㄴㅜ
dekay	ㄷㅣㅋㅔㅇㅣ
protasov	ㅍㅡㄹㅗㅌㅏㅅㅗㅍㅡ
slaten	ㅅㅡㄹㄹㅐㅌㅡㄴ
silverstone	ㅅㅣㄹㅂㅓㅅㅡㅌㅗㄴ
hirotada	ㅇㅗㅌㅗㅌㅏㅋㅔ
lukimya	ㄹㅜㅋㅣㅁㅑ
ledian	ㄹㅔㄷㅣㅇㅏㄴ
paskai	ㄹㅏㅅㅡㄹㄹㅗ
schnetzer	ㅅㅠㄴㅔㅊㅓ
odonkor	ㅇㅗㄷㅗㅇㅋㅗㅇㅓ
mariacarla	ㅁㅏㄹㅣㅇㅏㅋㅏㄹㅡㄹㄹㅏ
cattrall	ㅋㅐㅌㅡㄹㅓㄹ
sezer	ㅅㅔㅈㅔㄹㅡ
saran	ㅅㅏㄹㅏㄴ
yaima	ㅇㅑㅇㅣㅁㅏ
eglis	ㅇㅔㄱㅡㄹㄹㅣㅅㅡ
aleardi	ㅇㅏㄹㄹㅔㅇㅏㄹㅡㄷㅣ
sandoval	ㅅㅏㄴㄷㅗㅂㅏㄹ
binnig	ㅂㅣㄴㅣㅎㅣ
rosabell	ㄹㅗㅈㅏㅂㅔㄹ
sadowska	ㅅㅏㄷㅗㅍㅡㅅㅡㅋㅏ
maas	ㅁㅏㅅㅡ
quy	ㄲㅜㅇㅣ
desiree	ㄷㅔㅈㅣㄹㅔ
woolman	ㅇㅜㄹㅁㅓㄴ
galeano	ㄱㅏㄹㄹㅔㅇㅏㄴㅗ
patten	ㅍㅐㅌㅡㄴ
lacen	ㄹㅏㅅㅔㄴ
stouder	ㅅㅡㅌㅏㅇㅜㄷㅓ
deanna	ㄷㅣㅇㅐㄴㅏ
timati	ㅌㅣㅁㅏㅌㅣ
gingras	ㅈㅣㅇㄱㅡㄹㅓㅅㅡ
gunnarsson	ㄱㅟㄴㄴㅏㄹㅡㅅㅗㄴ
dreiser	ㄷㅡㄹㅏㅇㅣㅈㅓ
raut	ㄹㅏㅇㅜㅌㅡ
petrucha	ㅍㅓㅌㅡㄹㅜㅋㅏ
vivien	ㅂㅣㅂㅣㅇㅓㄴ
anetta	ㅇㅏㄴㅔㅌㅏ
boult	ㅂㅗㄹㅌㅡ
kawaharazuka	ㅌㅏㅋㅔㅅㅣ
grechin	ㄱㅡㄹㅔㅊㅣㄴ
chikataka	ㅊㅣㅋㅏㅌㅏㅋㅏ
minarovich	ㅁㅣㄴㅏㄹㅗㅂㅣㅊㅣ
dacian	ㄷㅏㅊㅣㅇㅏㄴ
bjerknes	ㅂㅣㅇㅔㄹㅡㅋㅡㄴㅔㅅㅡ
huckle	ㅎㅓㅋㅡㄹ
slocombe	ㅅㅡㄹㄹㅗㅋㅓㅁ
stasanor	ㅅㅡㅌㅏㅅㅏㄴㅗㄹㅡ
hontiyuelo	ㅇㅗㄴㅌㅣㅇㅠㅇㅔㄹㄹㅗ
niculae	ㄴㅣㅋㅜㄹㄹㅏㅇㅔ
vian	ㅂㅣㅇㅏㅇ
andry	ㅇㅏㄴㄷㅡㄹㅣ
dollfuss	ㄷㅗㄹㅍㅜㅅㅡ
koteas	ㅋㅗㅌㅣㅅㅡ
dessay	ㄷㅡㅅㅔㅇㅣ
ivanschitz	ㅇㅣㅂㅏㄴㅅㅣㅊㅡ
jahjaga	ㅇㅑㅎㅣㅇㅏㄱㅏ
bolland	ㅂㅗㄹㄹㅓㄴㄷㅡ
pencho	ㅍㅔㄴㅊㅗ
polyansky	ㅍㅗㄹㄹㅑㄴㅅㅡㅋㅣ
seiki	ㅅㅔㅇㅣㅋㅣ
prachanda	ㅍㅡㄹㅏㅊㅏㄴㄷㅏ
jerebko	ㅇㅖㄹㅔㅂㅡㅋㅗ
christoffel	ㅋㅡㄹㅣㅅㅡㅌㅗㅍㅔㄹ
batalon	ㅂㅐㅌㅓㄹㄹㅗㄴ
breck	ㅂㅡㄹㅔㄱ
nurishi	ㄹㅛ
mily	ㅁㅣㄹㄹㅣ
bonham	ㅂㅗㄴㅓㅁ
awoniyi	ㅇㅏㅇㅝㄴㅣㅇㅣ
krystal	ㅋㅡㄹㅣㅅㅡㅌㅏㄹ
beisiegel	ㅂㅏㅇㅣㅈㅣㄱㅔㄹ
nivaldo	ㄴㅣㅂㅏㅇㅜㄷㅜ
niccol	ㄴㅣㅋㅗㄹ
haynie	ㅎㅔㅇㅣㄴㅣ
lovey	ㄹㅓㅂㅣ
azra	ㅇㅏㅈㅡㄹㅏ
hitoto	ㅇㅛ
stegmaier	ㅅㅡㅌㅔㄱㅡㅁㅏㅇㅣㅇㅓ
shobha	ㅅㅛㅂㅏ
maxine	ㅁㅐㄱㅅㅣㄴ
zackhras	ㅈㅏㅋㅡㄹㅏㅅㅡ
mcelhenney	ㅁㅐㅋㅣㄹㅎㅔㄴㅣ
sherrod	ㅅㅖㄹㅓㄷㅡ
tadamoto	ㄷㅏㄷㅏㅁㅗㅌㅗ
barge	ㅂㅏㄹㅡㅈㅔ
melanchthon	ㅁㅔㄹㄹㅏㄴㅎㅣㅌㅗㄴ
chavarria	ㅊㅏㅂㅏㄹㅣㅇㅏ
chimamanda	ㅊㅣㅁㅏㅁㅏㄴㄷㅏ
parish	ㅍㅐㄹㅣㅅㅣ
thorndike	ㅅㅗㄴㄷㅏㅇㅣㅋㅡ
rydz	ㄹㅣㅊㅡ
peltz	ㅍㅔㄹㅊㅡ
amu	ㅇㅏㅁㅜ
ulis	ㅇㅠㄹㄹㅣㅅㅡ
miocic	ㅁㅣㅇㅗㅊㅣㅊㅣ
mahershalalhashbaz	ㅁㅏㅎㅓㅅㅖㄹㄹㅏㄹㅎㅏㅅㅠㅂㅏㅈㅡ
arboleda	ㅇㅏㄹㅡㅂㅗㄹㄹㅔㄷㅏ
soutine	ㅅㅜㅌㅣㄴ
masorin	ㅁㅏㅅㅗㄹㅣㄴ
shlesinger	ㅅㅠㄹㄹㅔㅈㅣㅇㄱㅓ
granach	ㄱㅡㄹㅏㄴㅏㅎㅡ
mayeur	ㅁㅏㅇㅣㅇㅚㄹㅡ
allport	ㅇㅗㄹㅍㅗㅌㅡ
jadranka	ㅇㅑㄷㅡㄹㅏㄴㅋㅏ
shilo	ㅅㅟㄹㄹㅗ
ameesha	ㅇㅏㅁㅣㅅㅑ
hosenfeld	ㅎㅗㅈㅔㄴㅍㅔㄹㅌㅡ
fialho	ㅍㅣㅇㅏㄹㄹㅠ
tudose	ㅌㅜㄷㅗㅅㅔ
tadun	ㄷㅏㅂㄷㅗㄴ
ronstadt	ㄹㅗㄴㅅㅡㅌㅐㅌㅡ
pausini	ㅍㅏㅇㅜㅅㅣㄴㅣ
chitrangada	ㅊㅣㅌㅡㄹㅏㅇㄱㅏㄷㅏ
myer	ㅁㅏㅇㅣㅇㅓ
boccoli	ㅂㅗㅋㅗㄹㄹㅣ
kendrew	ㅋㅔㄴㄷㅡㄹㅜ
katergiannakis	ㅋㅏㅌㅔㄹㅡㅇㅑㄴㄴㅏㅋㅣㅅㅡ
aylesworth	ㅇㅔㅇㅣㄹㅅㅡㅇㅝㅅㅡ
martens	ㅁㅏㄹㅡㅌㅓㄴㅅㅡ
chirico	ㅋㅣㄹㅣㅋㅗ
miskovsky	ㅁㅣㅅㅡㅋㅗㅍㅡㅅㅡㅋㅣ
winona	ㅇㅟㄴㅗㅇㅏ
kabo	ㅋㅏㅂㅗ
dewulf	ㄷㅡㅇㅜㄹㅍㅡ
ismael	ㅇㅣㅅㅡㅁㅏㅇㅔㄹ
jenica	ㅈㅔㄴㅣㅋㅏ
baccalario	ㅂㅏㅋㅏㄹㄹㅏㄹㅣㅇㅗ
mosolov	ㅁㅗㅅㅗㄹㄹㅗㅍㅡ
radhames	ㄹㅔㄷㅏㅁㅔㅅㅡ
daum	ㄷㅏㅇㅜㅁ
salpa	ㅅㅏㄹㅍㅏ
altin	ㅇㅏㄹㅌㅣㄴ
henrietta	ㅎㅔㄴㄹㅣㅇㅔㅌㅏ
frideric	ㅍㅡㄹㅣㄷㅡㄹㅣㅎㅣ
shoenfield	ㅅㅛㄴㅍㅣㄹㄷㅡ
gilani	ㄱㅣㄹㄹㅏㄴㅣ
gelfand	ㄱㅔㄹㅍㅏㄴㄷㅡ
wein	ㅇㅟㄴ
bassingthwaighte	ㅂㅏㅅㅣㅇㅅㅡㅎㅘㅇㅣㅌㅡ
juliane	ㅇㅠㄹㄹㅣㅇㅏㄴㅔ
dambrosio	ㄷㅏㅁㅂㅡㄹㅗㅅㅣㅇㅗ
nonato	ㄴㅗㄴㅏㄸㅗ
samaha	ㅅㅏㅁㅏㅎㅏ
badr	ㅂㅏㄷㅡㄹㅡ
cassatt	ㅋㅏㅅㅏㅌㅡ
tereru	ㅌㅔㄹㅔㄹㅜ
arto	ㅇㅏㄹㅡㅌㅗ
danika	ㄷㅓㄴㅣㅋㅏ
preble	ㅍㅡㄹㅔㅂㅡㄹ
fel	ㅍㅔㄹ
palicki	ㅍㅐㄹㄹㅣㅋㅣ
dooyeweerd	ㄷㅗㅇㅖㅂㅔㄹㅡㅌㅡ
mbo	ㅇㅡㅁㅂㅗ
segel	ㅅㅣㄱㅓㄹ
villanueva	ㅂㅣㅇㅑㄴㅜㅇㅔㅂㅏ
laybutt	ㄹㅔㅇㅣㅂㅓㅅ
semiha	ㅅㅔㅁㅣㅎㅏ
fabolous	ㅍㅐㅂㅗㄹㄹㅓㅅㅡ
bakero	ㅂㅏㅋㅔㄹㅗ
schlick	ㅅㅠㄹㄹㅣㅋㅡ
chardin	ㅅㅑㄹㅡㄷㅐㅇ
minchin	ㅁㅣㄴㅊㅣㄴ
aaryn	ㅇㅏㄹㅣㄴ
sukha	ㅅㅜㅋㅏ
harney	ㅎㅏㄴㅣ
komorowski	ㅋㅗㅁㅗㄹㅗㅍㅡㅅㅡㅋㅣ
zaitsev	ㅈㅏㅇㅣㅌㅡㅅㅔㅍㅡ
livaja	ㄹㅣㅂㅏㅇㅑ
atayde	ㅇㅏㅌㅏㅇㅣㄷㅔ
theophrastus	ㅌㅔㅇㅗㅍㅡㄹㅏㅅㅡㅌㅗㅅㅡ
terukata	ㄷㅔㄹㅜㅋㅏㅌㅏ
kseniya	ㅋㅡㅅㅔㄴㅣㅇㅑ
engelmann	ㅇㅔㅇㄱㅔㄹㅁㅏㄴ
hartnell	ㅎㅏㅌㅡㄴㅔㄹ
ohanian	ㅇㅗㅎㅔㄴㅣㅇㅓㄴ
kikumoto	ㅇㅠㅋㅣ
kristanna	ㅋㅡㄹㅣㅅㅡㅌㅏㄴㅏ
ratsimandrava	ㄹㅏㅊㅣㅁㅏㄴㄷㅡㄹㅏㅂㅏ
srna	ㅅㅡㄹㅡㄴㅏ
everhart	ㅇㅔㅂㅓㅎㅏㅌㅡ
busiek	ㅂㅠㅅㅣㄱ
philbin	ㅍㅣㄹㅂㅣㄴ
chalonge	ㅅㅑㄹㄹㅗㅇㅈㅟ
bercken	ㅂㅓㄹㅡㅋㅔㄴ
waldau	ㅂㅏㄹㄷㅏㅇㅜ
bagdad	ㅂㅏㄱㅡㄷㅏㄷㅡ
mcaleese	ㅁㅐㅋㅓㄹㄹㅣㅅㅡ
holkeri	ㅎㅗㄹㅋㅔㄹㅣ
seinabo	ㅅㅔㅇㅣㄴㅏㅂㅗ
torquato	ㅌㅗㄹㅡㅋㅘㅌㅗ
krimets	ㅋㅡㄹㅣㅁㅔㅊㅡ
kinsler	ㅋㅣㄴㅅㅡㄹㄹㅓ
mesnager	ㅁㅔㅅㅡㄴㅏㅈㅔㄹㅡ
marder	ㅁㅏㄹㅡㄷㅔㄹㅡ
theroigne	ㅌㅔㄹㅡㅇㅚㄴㅠ
butnorius	ㅂㅜㅌㅡㄴㅗㄹㅠㅅㅡ
ensslin	ㅇㅔㄴㅅㅡㄹㄹㅣㄴ
xanthippe	ㅋㅡㅅㅏㄴㅌㅣㅍㅔ
shionoya	ㄹㅠ
ang	ㅇㅏㅇ
cristiane	ㅋㅡㄹㅣㅅㅡㅊㅣㅇㅏㄴㅣ
carvey	ㅋㅏㅂㅣ
rahja	ㄹㅏㅎㅡㅇㅑ
staudinger	ㅅㅠㅌㅏㅇㅜㄷㅣㅇㄱㅓ
mandisa	ㅁㅐㄴㄷㅣㅅㅏ
stonestreet	ㅅㅡㅌㅗㄴㅅㅡㅌㅡㄹㅣㅌㅡ
smale	ㅅㅡㅁㅔㅇㅣㄹ
kageaki	ㄱㅏㄱㅔㅇㅏㅋㅣ
battell	ㅂㅏㅌㅔㄹ
clennon	ㅋㅡㄹㄹㅔㄴㅓㄴ
liguori	ㄹㅣㄱㅜㅇㅗㄹㅣ
seigo	ㅅㅣㅁㅗㅋㅏㅇㅘ
wondolowski	ㅇㅝㄴㄷㅗㄹㄹㅗㅍㅡㅅㅡㅋㅣ
thongchai	ㅌㅗㅇㅊㅏㅇㅣ
padilha	ㅍㅏㅈㅣㄹㄹㅑ
tosh	ㅌㅗㅅㅣ
sabatella	ㅅㅏㅂㅏㅌㅔㄹㄹㅏ
hinshelwood	ㅎㅣㄴㅅㅕㄹㅇㅜㄷㅡ
granov	ㄱㅡㄹㅏㄴㅗㅂㅡ
honig	ㅎㅗㄴㅣㅎㅣ
choltitz	ㅋㅗㄹㅌㅣㅊㅡ
outi	ㅇㅗㅇㅜㅌㅣ
elyas	ㅇㅔㄹㄹㅣㅇㅑㅅㅡ
bassi	ㅂㅏㅅㅣ
doll	ㄷㅗㄹ
marsters	ㅁㅏㅅㅡㅌㅓㅅㅡ
nachtwey	ㄴㅏㅋㅡㅇㅞㅇㅣ
feuchtinger	ㅍㅗㅇㅣㅎㅡㅌㅣㅇㄱㅓ
fromkin	ㅍㅡㄹㅗㅁㅋㅣㄴ
kautsky	ㅋㅏㅇㅜㅊㅡㅋㅣ
topi	ㅌㅗㅍㅣ
maroto	ㅁㅏㄹㅗㅌㅗ
murtaz	ㅁㅜㄹㅡㅌㅏㅈㅡ
mailer	ㅁㅔㅇㅣㄹㄹㅓ
span	ㅅㅡㅍㅏㄴ
ziereis	ㅊㅣㄹㅏㅇㅣㅅㅡ
gollancz	ㄱㅗㄹㄹㅏㄴㅊㅡ
fontanille	ㅍㅗㅇㅌㅏㄴㅣㄹ
annovazzi	ㅇㅏㄴㄴㅗㅂㅏㅊㅣㄴㅣ
vanhoozer	ㅂㅐㄴㅎㅜㅈㅓ
hejaz	ㅎㅜㅅㅔㅇㅣㄴ
matheson	ㅁㅐㄷㅓㅅㅡㄴ
vinette	ㅂㅣㄴㅔㅅ
greyson	ㄱㅡㄹㅔㅇㅣㅅㅡㄴ
savvas	ㅅㅏㅂㅏㅅㅡ
girija	ㄱㅣㄹㅣㅈㅏ
wagoner	ㅇㅝㄱㅓㄴㅓ
reimer	ㄹㅏㅇㅣㅁㅓ
dumouriez	ㄷㅟㅁㅜㄹㅣㅇㅔ
vadhana	ㅇㅘㅅㅌㅏㄴㅏ
boschker	ㅂㅗㅅㅡㅋㅓㄹㅡ
kubaba	ㅋㅜㅂㅏㅂㅏ
arjona	ㅇㅏㄹㅡㅎㅗㄴㅏ
bertin	ㅂㅔㄹㅡㅌㅐㅇ
mwinyi	ㅇㅡㅁㅇㅟㄴㅣ
bembo	ㅂㅔㅁㅂㅗ
robreda	ㄹㅗㅂㅡㄹㅔㄷㅗ
canini	ㅋㅏㄴㅣㄴㅣ
mientus	ㅁㅣㅇㅔㄴㅌㅓㅅㅡ
auchinleck	ㅇㅗㅋㅣㄴㄹㅔㄱ
ogorman	ㅇㅗㄱㅗㅁㅓㄴ
leeb	ㄹㅔㅍㅡ
badaki	ㅂㅏㄷㅏㅋㅣ
vorobyov	ㅂㅗㄹㅗㅂㅛㅍㅡ
kawahara	ㅋㅏㅈㅜㅎㅣㅅㅏ
basat	ㅂㅏㅅㅏㅌㅡ
rehnquist	ㄹㅔㄴㅋㅟㅅㅡㅌㅡ
zofia	ㅈㅗㅍㅣㅇㅏ
chisamba	ㅊㅣㅅㅏㅁㅂㅏ
leipold	ㄹㅏㅇㅣㅍㅗㄹㅌㅡ
magrane	ㅁㅐㄱㅡㄹㅔㅇㅣㄴ
piccinini	ㅍㅏㅊㅣㄴㅣㄴㅣ
staelens	ㅅㅡㅌㅏㅇㅔㄹㄹㅓㄴㅅㅡ
jinh	ㅈㅣㄴ
lusinchi	ㄹㅜㅅㅣㄴㅊㅣ
dorval	ㄷㅗㄹㅡㅂㅏㄹ
adlon	ㅇㅐㄷㅡㄹㄹㅗㄴ
busck	ㅂㅜㅅㅡㅋㅡ
bearer	ㅂㅔㅇㅓㄹㅓ
scopas	ㅅㅡㅋㅗㅍㅏㅅㅡ
hotepsekhemwy	ㅎㅔㅌㅔㅂㅅㅔㅋㅔㅁㅇㅟ
napoli	ㄴㅏㅍㅗㄹㄹㅣ
annabeth	ㅇㅐㄴㅏㅂㅔㅅㅡ
garde	ㄱㅏㄹㅡㄷㅔ
meidani	ㅁㅔㅇㅣㄷㅏㄴㅣ
baade	ㅂㅏㄷㅔ
mishra	ㅁㅣㅅㅠㄹㅏ
takamaru	ㅁㅏㅅㅏㅌㅏㅋㅏ
bonneton	ㅂㅗㄴㅔㅌㅗㅇ
pastora	ㅍㅏㅅㅡㅌㅗㄹㅏ
higashigawa	ㄷㅗㅋㅜㅇㅑ
spader	ㅅㅡㅍㅔㅇㅣㄷㅓ
migjen	ㅁㅣㅈㅔㄴ
viscopoleanu	ㅂㅣㅅㅡㅋㅗㅍㅗㄹㄹㅔㅇㅏㄴㅜ
zeckendorf	ㅈㅔㅋㅔㄴㄷㅗㅍㅡ
appian	ㅇㅏㅍㅣㅇㅏㄴㅗㅅㅡ
abhisit	ㅇㅏㅍㅣㅅㅣㅅ
fortuyn	ㅍㅗㄹㅡㅌㅟㅇㅣㄴ
lafata	ㄹㅏㅍㅏㅌㅏ
hawks	ㅎㅗㄱㅅㅡ
solveig	ㅅㅗㄹㅂㅔㅇㅣㄱㅡ
blondell	ㅂㅡㄹㄹㅗㄴㄷㅔㄹ
cavell	ㅋㅏㅂㅔㄹ
paich	ㅍㅔㅇㅣㅊㅣ
clack	ㅋㅡㄹㄹㅏㅋㅡ
festus	ㅍㅔㅅㅡㅌㅜㅅㅡ
natsume	ㄴㅏㅆㅡㅁㅔ
nyqvist	ㄴㅣㅋㅡㅂㅣㅅㅡㅌㅡ
bobcat	ㅂㅗㅂㅡㅋㅐㅅ
alcacer	ㅇㅏㄹㅋㅏㅅㅔㄹㅡ
wetklo	ㅂㅔㅌㅡㅋㅡㄹㄹㅗ
blakemore	ㅂㅡㄹㄹㅐㄱㅁㅗㅇㅓ
koroma	ㅋㅗㄹㅗㅁㅏ
savini	ㅅㅐㅂㅣㄴㅣ
rachmaninoff	ㄹㅏㅎㅡㅁㅏㄴㅣㄴㅗㅍㅡ
losey	ㄹㅗㅈㅣ
geumseong	ㄱㅡㅁㅅㅓㅇㄷㅐㄱㅜㄴ
abdo	ㅇㅏㅂㄷㅗ
harriman	ㅎㅐㄹㅣㅁㅓㄴ
lyubomir	ㄹㅠㅂㅗㅁㅣㄹㅡ
skolimowski	ㅅㅡㅋㅗㄹㄹㅣㅁㅗㅇㅜㅅㅡㅋㅣ
salcedo	ㅅㅏㄹㅅㅔㄷㅗ
blanqui	ㅂㅡㄹㄹㅏㅇㅋㅣ
kemeny	ㅋㅔㅁㅔㄴㅣ
lewandowska	ㄹㅔㅂㅏㄴㄷㅗㅍㅡㅅㅡㅋㅏ
trubetzkoy	ㅌㅡㄹㅜㅂㅔㅊㅡㅋㅗㅇㅣ
raisa	ㄹㅔㅇㅣㅅㅏ
wirgman	ㅇㅝㄱㅡㅁㅓㄴ
tech	ㅌㅔㅋㅡ
obando	ㅇㅗㅂㅏㄴㄷㅗ
caestecker	ㅋㅐㅅㅡㅌㅔㅋㅓ
bergkvist	ㅂㅔㄹㅣㅋㅡㅂㅣㅅㅡㅌㅡ
florentijn	ㅍㅡㄹㄹㅗㄹㅔㄴㅌㅏㅇㅣㄴ
tejan	ㅌㅔㅈㅏㄴ
tamera	ㅌㅏㅁㅔㄹㅏ
ohanlon	ㅇㅗㅎㅐㄴㄹㅓㄴ
morisaki	ㅇㅟㄴ
nieuwland	ㄴㅣㅇㅜㄹㄹㅏㄴㅌㅡ
scholastica	ㅅㅡㅋㅗㄹㄹㅏㅅㅡㅌㅣㅋㅏ
marsilio	ㅁㅏㄹㅡㅅㅣㄹㄹㅣㅇㅗ
dundas	ㄷㅓㄴㄷㅐㅅㅡ
barnetta	ㅂㅏㄹㅡㄴㅔㅌㅏ
bareilles	ㅂㅏㄹㅔㄹㄹㅣㅅㅡ
harfouch	ㅎㅏㄹㅡㅍㅗㅇㅜㅎㅡ
nurhaliza	ㄴㅜㄹㅡㅎㅏㄹㄹㅣㅈㅏ
hoffsbakken	ㅎㅗㅍㅡㅅㅡㅂㅏㅋㅔㄴ
heredia	ㅎㅔㄹㅔㄷㅣㅇㅏ
staunton	ㅅㅡㅌㅐㄴㅌㅓㄴ
wolters	ㅇㅝㄹㅌㅓㅅㅡ
zhadan	ㅈㅏㄷㅏㄴ
libuda	ㄹㅣㅂㅜㄷㅏ
darrest	ㄷㅏㄹㅔㅅㅡㅌㅡ
delacroix	ㄷㅡㄹㄹㅏㅋㅡㄹㅜㅇㅏ
sendy	ㅅㅔㄴㄷㅣ
buscemi	ㅂㅜㅅㅔㅁㅣ
beschastnykh	ㅂㅔㅅㅡㅊㅏㅅㅡㅌㅡㄴㅣㅎㅡ
krugman	ㅋㅡㄹㅜㄱㅡㅁㅓㄴ
thomass	ㅌㅗㅁㅏㅅㅡ
cassadee	ㅋㅐㅅㅏㄷㅣ
haritz	ㅎㅏㄹㅣㅊㅡ
catinat	ㅋㅏㅌㅣㄴㅏ
goth	ㄱㅗㅅㅡ
nao	ㄴㅏㄱㅏㅅㅏㅇㅘ
kalas	ㅋㅏㄹㄹㅏㅅㅡ
suleman	ㅅㅜㄹㅔㅁㅏㄴ
kees	ㅋㅔㅇㅣㅅㅡ
thorvald	ㅌㅗㄹㅡㅂㅏㄹ
dido	ㄷㅏㅇㅣㄷㅗ
machiko	ㄱㅛ
bujugha	ㅂㅜㅈㅜㄱㅏ
matviyenko	ㅁㅏㅌㅡㅂㅣㅇㅖㄴㅋㅗ
iwakami	ㅇㅠㅈㅗ
glenne	ㄱㅡㄹㄹㅔㄴ
oueddei	ㅇㅞㄷㅔㅇㅣ
echegaray	ㅇㅔㅊㅔㄱㅏㄹㅏㅇㅣ
gueye	ㄱㅜㅇㅖ
gebhard	ㄱㅔㅂㅡㅎㅏㄹㅡㄷㅡ
kotto	ㅋㅗㅌㅗ
eberle	ㅇㅔㅂㅓㄹ
versis	ㅂㅔㄹㅡㅅㅣㅅㅡ
collado	ㅋㅗㅇㅑㄷㅗ
balsam	ㅂㅏㄹㅅㅏㅁ
sutrisno	ㅅㅜㅌㅡㄹㅣㅅㅡㄴㅗ
gholam	ㄱㅗㄹㄹㅏㅁ
sundbom	ㅅㅜㄴㄷㅡㅂㅗㅁ
puhakka	ㅍㅜㅎㅏㅋㅏ
kony	ㅋㅗㄴㅣ
mesbah	ㅁㅔㅅㅡㅂㅏㅎㅡ
lize	ㄹㅣㅈㅓ
dame	ㄷㅏㅁㅔ
monell	ㅁㅗㄴㅔㄹ
darmian	ㄷㅏㄹㅡㅁㅣㅇㅏㄴ
ivaylo	ㅇㅣㅂㅏㅇㅣㄹㄹㅗ
neko	ㄴㅔㅋㅗ
kherici	ㅋㅔㄹㅣㅅㅣ
amara	ㅇㅓㅁㅏㄹㅏ
pajot	ㅍㅏㅈㅗ
cleanthes	ㅋㅡㄹㄹㅔㅇㅏㄴㅌㅔㅅㅡ
ivane	ㅇㅣㅂㅏㄴㅔ
bethel	ㅂㅔㅅㅓㄹ
derry	ㄷㅔㄹㅣ
kondratyeva	ㅋㅗㄴㄷㅡㄹㅏㅌㅡㅇㅖㅂㅏ
geithner	ㄱㅏㅇㅣㅌㅡㄴㅓ
denton	ㄷㅔㄴㅌㅓㄴ
letta	ㄹㅔㅌㅏ
roday	ㄹㅗㄷㅔㅇㅣ
alkan	ㅇㅏㄹㅋㅏㅇ
milko	ㅁㅣㄹㅋㅗ
shulgin	ㅅㅠㄹㄱㅣㄴ
clough	ㅋㅡㄹㄹㅓㅍㅡ
talitha	ㅌㅓㄹㄹㅣㅅㅏ
mykolas	ㅁㅣㅋㅗㄹㄹㅏㅅㅡ
comey	ㅋㅗㅁㅣ
dmitrieva	ㄷㅡㅁㅣㅌㅡㄹㅣㅇㅖㅂㅏ
dellal	ㄷㅔㄹㄹㅓㄹ
rexhep	ㄹㅔㅈㅔㅍㅡ
rostropovich	ㄹㅗㅅㅡㅌㅡㄹㅗㅍㅗㅂㅣㅊㅣ
